id,gameTitle,gameSystem,nowPlaying,gameStatus,gameHours,gameMinutes,gameNotes,gameADate,gameSDate,gameBDate,gameCDate
573,Super Mario Maker 2,Switch,N,W,,,,,,,
574,Super Meat Boy Forever,Switch,N,W,,,,,,,
575,The Legend of Zelda: Link's Awakening,Switch,N,W,,,,,,,
576,Town,Switch,N,W,,,,,,,
577,Fire Emblem Warriors,Switch,N,I,65,0,,2017-10-28,2017-10-28,2017-10-31,
578,The Legend of Zelda: Breath of the Wild,Switch,Y,B,30,0,,2017-10-28,2017-10-29,2018-11-12,
579,Titan Quest Anniversary Edition,Steam,N,I,,,,2017-11-15,2017-11-15,,
580,Project Cars 2,PS4,N,C,,,,2017-11-30,2017-11-30,2018-03-06,2018-04-19
581,Town of Salem,Steam,N,I,,,,2017-11-30,,,
582,Chroma Squad,Steam,N,N,,,,2017-12-31,,,
583,ShellShock Live,Steam,N,N,,,,2017-12-31,,,
584,Snakebird,Steam,N,N,,,,2017-12-31,,,
585,Throne of Lies,Steam,N,N,,,,2017-12-31,,,
586,Golf Story,Switch,N,C,15,0,,2018-03-11,2018-03-11,2018-03-30,2018-03-30
587,Rocket League,Switch,N,I,115,0,,2018-03-11,,,
588,SUPER BOMBERMAN R,Switch,N,B,5,0,,2018-03-11,2018-04-08,2018-04-08,
589,Burnout Paradise Remastered,PS4,N,C,,,,2018-04-28,2018-05-13,2018-05-19,2018-05-28
590,MapleStory 2,PC,N,I,,,,2018-05-10,,,
591,Wonder Boy: The Dragon's Trap,Switch,N,N,,0,,2018-05-20,,,
593,Splatoon 2,Switch,N,N,25,0,,2018-06-14,2018-06-14,,
594,Assault Android Cactus,Steam,N,N,,,,2018-06-21,2018-07-19,,
595,Enter the Gungeon,Steam,N,N,,,,2018-06-21,2018-07-19,,
596,Rayman Origins,Steam,N,N,,,,2018-06-21,2018-07-19,,
597,Undertale,Steam,N,N,,,,2018-06-21,2018-07-19,,
598,Mario Tennis Aces,Switch,N,C,30,0,,2018-06-23,2018-06-23,2018-06-23,2018-06-23
599,Beat Saber,Steam,N,I,,,,2018-07-19,2018-07-19,,
600,Horizon Zero Dawn: Complete Edition,PS4,N,N,,,,2018-08-25,,,
601,Steredenn,Steam,N,N,,,,2018-09-30,,,
602,Forza Horizon 4,XB1,N,C,,,Placements.,2018-10-02,2018-10-02,2018-10-13,2018-11-30
605,STEEP,PS4,N,N,,,,2018-11-03,,,
